13/Apr/2011 08:55:00,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.71,192.168.1.6,(empty),(empty),4503,135,epmap,inbound,0,1
13/Apr/2011 08:55:00,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.71,192.168.1.6,(empty),(empty),4505,43025,43025_tcp,inbound,0,1
13/Apr/2011 08:55:00,Info,Built,ASA-session-6-302013,TCP,192.168.2.71,192.168.1.6,(empty),(empty),4506,135,epmap,inbound,1,0
13/Apr/2011 08:55:00,Info,Built,ASA-session-6-302013,TCP,192.168.2.71,192.168.1.6,(empty),(empty),4507,43032,43032_tcp,inbound,1,0
13/Apr/2011 08:55:00,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.71,192.168.1.6,(empty),(empty),4507,43032,43032_tcp,inbound,0,1
13/Apr/2011 08:55:00,Info,Built,ASA-session-6-302013,TCP,192.168.2.71,192.168.1.6,(empty),(empty),4508,43025,43025_tcp,inbound,1,0
13/Apr/2011 08:55:00,Info,Built,ASA-session-6-302013,TCP,192.168.2.137,192.168.1.6,(empty),(empty),4159,43032,43032_tcp,inbound,1,0
13/Apr/2011 08:55:00,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.137,192.168.1.6,(empty),(empty),4159,43032,43032_tcp,inbound,0,1
13/Apr/2011 08:55:00,Info,Built,ASA-session-6-302013,TCP,192.168.2.96,192.168.1.6,(empty),(empty),4579,43032,43032_tcp,inbound,1,0
13/Apr/2011 08:55:00,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.96,192.168.1.6,(empty),(empty),4579,43032,43032_tcp,inbound,0,1
13/Apr/2011 08:55:01,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.13,192.168.1.6,(empty),(empty),1214,135,epmap,inbound,0,1
13/Apr/2011 08:55:01,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.13,192.168.1.6,(empty),(empty),1213,43025,43025_tcp,inbound,0,1
13/Apr/2011 08:55:01,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.13,192.168.1.6,(empty),(empty),1216,135,epmap,inbound,0,1
13/Apr/2011 08:55:01,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.13,192.168.1.6,(empty),(empty),1217,43025,43025_tcp,inbound,0,1
13/Apr/2011 08:55:01,Info,Built,ASA-session-6-302020,ICMP,(empty),(empty),(empty),(empty),(empty),(empty),(empty)_icmp,inbound,1,0
13/Apr/2011 08:55:01,Info,Built,ASA-session-6-302020,ICMP,(empty),(empty),(empty),(empty),(empty),(empty),(empty)_icmp,inbound,1,0
13/Apr/2011 08:55:01,Info,Built,ASA-session-6-302015,UDP,192.168.2.70,192.168.1.2,(empty),(empty),1424,389,389_udp,inbound,1,0
13/Apr/2011 08:55:01,Info,Teardown,ASA-session-6-302021,ICMP,(empty),(empty),(empty),(empty),(empty),(empty),(empty)_icmp,(empty),0,1
13/Apr/2011 08:55:01,Info,Teardown,ASA-session-6-302021,ICMP,(empty),(empty),(empty),(empty),(empty),(empty),(empty)_icmp,(empty),0,1
13/Apr/2011 08:55:01,Info,Built,ASA-session-6-302013,TCP,192.168.2.70,192.168.1.2,(empty),(empty),1425,135,epmap,inbound,1,0
13/Apr/2011 08:55:01,Info,Built,ASA-session-6-302013,TCP,192.168.2.70,192.168.1.2,(empty),(empty),1426,49155,49155_tcp,inbound,1,0
13/Apr/2011 08:55:01,Info,Built,ASA-session-6-302013,TCP,192.168.2.70,192.168.1.2,(empty),(empty),1427,49158,49158_tcp,inbound,1,0
13/Apr/2011 08:55:01,Info,Built,ASA-session-6-302013,TCP,192.168.2.70,192.168.1.2,(empty),(empty),1428,389,ldap,inbound,1,0
13/Apr/2011 08:55:01,Info,Built,ASA-session-6-302013,TCP,192.168.2.70,192.168.1.2,(empty),(empty),1429,389,ldap,inbound,1,0
